Elapsed Time,Iteration,D/loss_real,D/loss_fake,D/loss_cls,D/loss_gp,G/loss_fake,G/loss_rec,G/loss_cls
0:24:25,20600,-0.1668,-0.0466,0.0035,0.0079,0.0417,0.0394,0.0019
0:24:29,20700,-0.2264,-0.0100,0.0030,0.0067,0.0260,0.0361,0.0216
0:24:33,20800,-0.1364,-0.0655,0.0943,0.0055,0.0717,0.0355,0.0005
0:24:38,20900,-0.2451,0.0398,0.0388,0.0048,-0.0338,0.0378,0.0149
0:24:42,21000,-0.0633,-0.1601,0.0058,0.0027,0.1517,0.0391,0.0057
0:24:57,21100,-0.1241,-0.0101,0.0050,0.0019,0.0135,0.0349,0.0017
0:25:01,21200,-0.0989,-0.1073,0.0032,0.0036,0.1231,0.0372,0.0004
0:25:06,21300,-0.2161,0.0331,0.0018,0.0068,-0.0081,0.0349,0.0175
0:25:10,21400,-0.2338,0.0065,0.0004,0.0037,-0.0579,0.0404,0.0027
0:25:14,21500,-0.1873,-0.0331,0.0122,0.0034,0.0326,0.0374,0.0019
0:25:19,21600,-0.1148,-0.0972,0.0017,0.0021,0.1137,0.0371,0.1791
0:25:23,21700,-0.0870,-0.0837,0.0062,0.0023,0.0880,0.0318,0.0048
0:25:28,21800,-0.1057,-0.0819,0.0715,0.0027,0.0629,0.0348,0.0127
0:25:32,21900,-0.1456,0.0007,0.0006,0.0030,0.0373,0.0398,0.0002
0:25:36,22000,-0.0849,-0.0987,0.0109,0.0069,0.1405,0.0346,0.0004
0:25:52,22100,-0.2958,0.0873,0.0035,0.0047,-0.0535,0.0374,0.0036
0:25:56,22200,-0.1020,-0.0647,0.0056,0.0041,0.0733,0.0388,0.0005
0:26:00,22300,-0.1104,-0.1045,0.0037,0.0054,0.1130,0.0400,0.0014
0:26:04,22400,-0.1404,-0.0614,0.1849,0.0025,0.1045,0.0364,0.0151
0:26:09,22500,-0.1251,-0.0219,0.0160,0.0035,0.0221,0.0335,0.0004
0:26:13,22600,-0.1880,-0.0331,0.0068,0.0045,0.0350,0.0355,0.0273
0:26:17,22700,-0.2022,-0.0356,0.3102,0.0038,0.0632,0.0366,0.0038
0:26:21,22800,-0.1476,-0.0677,0.1242,0.0031,0.0981,0.0349,0.1189
0:26:26,22900,-0.1367,-0.0699,0.0026,0.0035,0.0901,0.0340,0.0025
0:26:30,23000,-0.1273,-0.1371,0.0003,0.0034,0.1287,0.0358,0.0035
0:26:45,23100,-0.1139,-0.0776,0.0032,0.0055,0.0737,0.0345,0.0035
0:26:49,23200,-0.0636,-0.0990,0.0017,0.0024,0.1039,0.0412,0.0010
0:26:53,23300,-0.2147,0.0165,0.0066,0.0023,-0.0132,0.0389,0.0018
0:26:57,23400,-0.1412,-0.0588,0.0024,0.0058,0.0725,0.0352,0.0039
0:27:02,23500,-0.1940,-0.0024,0.0060,0.0035,-0.0185,0.0332,0.0021
0:27:06,23600,-0.0454,-0.3562,0.0237,0.0022,0.3827,0.0502,0.0328
0:27:10,23700,-0.1205,-0.0840,0.0082,0.0057,0.0854,0.0383,0.0013
0:27:15,23800,-0.1239,-0.1293,0.0557,0.0023,0.1565,0.0395,0.0065
0:27:19,23900,-0.0512,-0.2799,0.0065,0.0043,0.3495,0.0523,0.8659
0:27:23,24000,-0.0818,-0.3684,0.0931,0.0059,0.4180,0.0512,0.0005
0:27:38,24100,-0.2781,-0.0325,0.0351,0.0022,0.0632,0.0458,0.0021
0:27:42,24200,-0.2045,-0.0855,0.0633,0.0073,0.0651,0.0411,0.0008
0:27:46,24300,-0.1932,-0.0734,0.0045,0.0116,0.1027,0.0408,0.0001
0:27:50,24400,-0.1974,-0.1058,0.0356,0.0046,0.0764,0.0429,0.0010
0:27:55,24500,-0.0971,-0.0737,0.0067,0.0033,0.0796,0.0310,0.0082
0:27:59,24600,-0.1319,-0.0903,0.0059,0.0028,0.0907,0.0318,0.0005
0:28:03,24700,-0.0607,-0.0323,0.0006,0.0032,0.0405,0.0297,0.0001
0:28:08,24800,-0.1603,-0.0338,0.0647,0.0020,0.0855,0.0420,0.0271
0:28:12,24900,-0.0713,-0.0912,0.0040,0.0043,0.0877,0.0410,0.0076
0:28:16,25000,-0.1338,-0.1002,0.0052,0.0024,0.0972,0.0372,0.0028
0:28:31,25100,-0.2651,-0.0008,0.0024,0.0098,0.0597,0.0375,0.0060
0:28:35,25200,-0.2207,0.0422,0.0992,0.0026,0.0037,0.0445,0.0075
0:28:39,25300,-0.1410,-0.1298,0.0013,0.0058,0.1560,0.0411,0.0003
0:28:44,25400,-0.3462,0.0975,0.0185,0.0066,-0.0703,0.0379,0.0010
0:28:48,25500,-0.1455,-0.0807,0.0034,0.0034,0.1070,0.0394,0.0013
0:28:52,25600,-0.0824,-0.1194,0.0317,0.0062,0.1539,0.0316,0.0001
0:28:57,25700,-0.1400,-0.1265,0.0019,0.0030,0.1312,0.0413,0.0039
0:29:01,25800,-0.1648,-0.1133,0.0579,0.0028,0.1665,0.0393,0.0008
0:29:05,25900,-0.1619,-0.0154,0.0136,0.0039,-0.0101,0.0367,0.0015
0:29:09,26000,-0.1778,-0.0634,0.0003,0.0043,0.0801,0.0390,0.0132
