Elapsed Time,Iteration,D/loss_real,D/loss_fake,D/loss_cls,D/loss_dom,D/loss_gp,D/loss_sd,D/loss_td,G/loss_fake,G/loss_rec,G/loss_cls,G/loss_dom,G/loss_rot,G/loss_td
0:20:40,15700,-0.0664,-0.0176,0.0571,4.0812,0.0010,0.0995,0.0013,0.0128,0.0661,0.0741,4.0913,0.0520,0.0039
0:20:43,15800,-0.0374,-0.0358,0.0653,4.0847,0.0011,0.0000,0.0027,0.0357,0.0481,0.0055,4.0679,0.0342,0.0008
0:20:47,15900,-0.0325,-0.0400,0.0684,4.1204,0.0009,0.0002,0.0022,0.0397,0.0629,0.0098,4.1288,0.0431,0.0007
0:20:50,16000,-0.0530,-0.0154,0.0811,4.1508,0.0004,0.0000,0.0032,0.0158,0.0512,0.0075,4.1700,0.0351,0.0006
0:21:27,16100,-0.0716,-0.0015,0.0422,4.1829,0.0006,0.0000,0.0136,0.0019,0.0559,0.0051,4.1800,0.0409,0.0017
0:21:31,16200,-0.0526,0.0019,0.1345,4.1577,0.0010,0.0003,0.0005,-0.0042,0.0611,0.0262,4.1725,0.0372,0.0001
0:21:35,16300,-0.0436,-0.0039,0.0408,4.0391,0.0009,0.0000,0.0289,0.0118,0.0563,0.0343,4.0437,0.0428,0.0030
0:21:38,16400,-0.0548,-0.0226,0.0710,4.1320,0.0008,0.0008,0.0012,0.0212,0.0534,0.0684,4.1198,0.0437,0.0003
0:21:41,16500,-0.0388,-0.0068,0.0534,4.1451,0.0008,0.0001,0.0010,0.0093,0.0569,0.0053,4.1425,0.0360,0.0003
0:21:45,16600,-0.0784,0.0162,0.0331,4.0969,0.0011,0.0000,0.0056,-0.0190,0.0731,0.0025,4.0943,0.0418,0.0009
0:21:49,16700,-0.0716,0.0261,0.0191,4.1731,0.0010,0.0000,0.0152,-0.0110,0.0528,0.0333,4.1730,0.0346,0.0008
0:21:52,16800,-0.0594,-0.0081,0.0974,4.0948,0.0009,0.0000,0.0341,0.0086,0.0650,0.0053,4.0877,0.0391,0.0007
0:21:55,16900,-0.0046,-0.0772,0.0939,4.1390,0.0012,0.0000,0.1788,0.0843,0.0525,0.0216,4.1544,0.0428,0.0088
0:21:59,17000,-0.0954,-0.0057,0.1045,4.1075,0.0005,0.0000,0.0155,0.0040,0.0633,0.0415,4.0994,0.0412,0.0011
0:22:37,17100,-0.0688,-0.0128,0.0671,4.1549,0.0012,0.0000,0.0029,0.0125,0.0609,0.0043,4.1734,0.0392,0.0003
0:22:40,17200,-0.0795,0.0091,0.0220,4.1427,0.0020,0.0000,0.0011,-0.0111,0.0569,0.0114,4.1493,0.0359,0.0002
0:22:44,17300,-0.0643,0.0230,0.1259,4.1594,0.0017,0.0000,0.0082,-0.0239,0.0590,0.0119,4.1472,0.0343,0.0009
0:22:48,17400,-0.0457,-0.0042,0.0422,4.1551,0.0021,0.0000,0.0018,0.0033,0.0529,0.0223,4.1331,0.0433,0.0004
0:22:51,17500,-0.0651,-0.0422,0.0717,4.1679,0.0008,0.0000,0.0013,0.0423,0.0581,0.0097,4.1673,0.0433,0.0004
0:22:54,17600,-0.0505,-0.0036,0.0578,4.0984,0.0009,0.0000,0.0016,0.0051,0.0573,0.0038,4.0923,0.0369,0.0006
0:22:57,17700,-0.0585,-0.0041,0.0554,4.1423,0.0007,0.0000,0.0008,0.0025,0.0476,0.0315,4.1643,0.0351,0.0004
0:23:01,17800,-0.0541,0.0004,0.0476,4.0995,0.0013,0.0000,0.0010,-0.0041,0.0484,0.0019,4.1246,0.0315,0.0005
